,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,neworold,parking,furnished_status,lift,type_of_building
1287,7200000.0,830.0,19.21404838562012,72.85525512695312,2,2,2,Ready to Move,Resale,2,Furnished,2,Flat
1288,26000000.0,1470.0,19.16257,72.938078,4,4,0,Ready to Move,Resale,0,0,0,Flat
1289,18500000.0,940.0,19.1847997335774,72.9525122415334,2,2,3,Ready to Move,Resale,3,0,3,Flat
1290,6850000.0,935.0,19.21393394470215,72.85504150390625,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
1291,21500000.0,1100.0,19.123334884643555,72.87158203125,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1292,27600000.0,795.0,19.119333267211918,72.86392211914062,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1293,26000000.0,950.0,19.07732391357422,72.90800476074219,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
1294,12000000.0,850.0,19.180237,72.85541490000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1295,40000000.0,1880.0,19.11245516,72.84829627,3,3,3,Ready to Move,Resale,3,0,3,Flat
1296,19500000.0,1200.0,19.10005168,72.88491275,3,2,2,Ready to Move,Resale,2,0,2,Flat
1297,31500000.0,1190.0,19.119508743286133,72.86332702636719,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
1298,2400000.0,528.0,19.2781608746567,73.18696631389741,2,2,0,Ready to Move,Resale,0,0,0,Flat
1299,55000000.0,1350.0,19.055229,72.83082900000001,3,3,0,Ready to Move,Resale,0,0,0,Flat
1300,25000000.0,2200.0,19.4557716,72.84563990000001,3,3,3,Ready to Move,Resale,3,Semi-Furnished,3,Flat
1301,23500000.0,1000.0,19.13894569,72.82940015,2,2,0,Ready to Move,Resale,0,0,0,Flat
1302,14500000.0,772.0,19.169822692871094,72.93598175048828,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
1303,4500000.0,725.0,19.205707550048828,72.8320541381836,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1304,41000000.0,1550.0,19.0508155,72.9132023,3,3,0,Ready to Move,Resale,0,0,0,Flat
1305,10000000.0,920.0,19.09568214416504,72.88378143310547,2,2,3,Ready to Move,Resale,3,Unfurnished,3,Flat
1306,17500000.0,1020.0,19.182341666666694,72.85609000000001,2,2,1,Ready to Move,Resale,1,0,1,Flat
1307,7009999.999999999,810.0,19.118919372558597,72.86402893066406,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1308,12400000.0,1600.0,19.21392059326172,72.85504150390625,3,3,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1309,8500000.0,1100.0,19.2139892578125,72.85503387451172,2,2,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1310,62500000.0,2187.0,19.0119722,72.83204599999999,3,4,1,Ready to Move,Resale,1,0,1,Flat
1311,32500000.0,1680.0,19.183819,72.86111600000001,3,3,2,Ready to Move,Resale,2,0,2,Flat
1312,50000000.0,1350.0,19.119190216064453,72.8646469116211,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1313,13100000.0,950.0,19.11891746520996,72.86404418945312,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1314,26000000.0,850.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,0,0,Flat
1315,17800000.0,1015.0,19.090856552124023,72.9042739868164,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1316,17800000.0,920.0,19.12998,72.933221,2,2,0,Ready to Move,Resale,0,0,0,Flat
1317,20000000.0,812.0,19.1288105,72.84658759999999,2,2,0,Ready to Move,New Property,0,0,0,Flat
1318,70000000.0,1685.0,19.004138,72.82701329999999,3,5,0,Ready to Move,Resale,0,0,0,Flat
1319,12000000.0,655.0,19.142655,72.834499,2,2,0,Ready to Move,Resale,0,0,0,Flat
1320,49500000.0,1270.0,19.096529,72.851435,3,3,1,Ready to Move,Resale,1,0,1,Flat
1321,21000000.0,775.0,19.1480618,72.82560959999999,2,2,2,Ready to Move,Resale,2,0,2,Flat
1322,22000000.0,1050.0,19.25190544128418,72.85041809082031,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1323,22500000.0,1080.0,19.228849,72.84883,2,2,4,Ready to Move,Resale,4,0,4,Flat
1324,14200000.0,1060.0,19.16664,72.835254,2,2,0,Ready to Move,Resale,0,0,0,Flat
1325,65000000.0,1375.0,19.1192626953125,72.86459350585938,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
1326,15000000.0,2800.0,19.21404457092285,72.85523223876953,5,5,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1327,4500000.0,560.0,19.21393394470215,72.85517883300781,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1328,22500000.0,1538.0,19.17788452,72.87285698,3,3,0,Ready to Move,Resale,0,0,0,Flat
1329,45000000.0,1500.0,19.119421005249023,72.86370849609375,4,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1330,15000000.0,900.0,19.2114023225106,72.86572890631679,2,2,0,Ready to Move,Resale,0,0,0,Flat
1331,41000000.0,1778.0,19.0937492,72.922604,3,3,1,Ready to Move,Resale,1,0,1,Flat
1332,3500000.0,1050.0,19.41859245300293,72.8232650756836,2,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1333,26000000.0,1100.0,19.072772,72.86340600000001,2,2,0,Ready to Move,Resale,0,0,0,Individual House
1334,12400000.0,1061.0,19.16703502,72.88127374,2,2,0,Ready to Move,Resale,0,0,0,Flat
1335,29000000.0,1495.0,19.202068328857425,72.847900390625,3,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1336,24000000.0,2050.0,19.16703502,72.88127374,3,3,0,Ready to Move,Resale,0,0,0,Flat
1337,125100000.0,3120.0,19.05749,72.850961,4,5,1,Ready to Move,New Property,1,0,1,Flat
1338,62500000.0,2350.0,19.119245529174805,72.86463928222656,3,3,3,Ready to Move,New Property,3,Unfurnished,3,Flat
1339,24000000.0,1430.0,19.10005168,72.88491275,3,3,0,Ready to Move,Resale,0,0,0,Flat
1340,7000000.0,900.0,19.378591537475582,72.82752990722656,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1341,35000000.0,1200.0,19.129737854003903,72.82915496826172,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1342,18000000.0,850.0,19.214033,72.8627501,2,2,0,Ready to Move,Resale,0,0,0,Flat
1343,13000000.0,700.0,19.209943771362305,72.83087158203125,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1344,10000000.0,1200.0,19.06477928161621,73.04431915283203,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1345,5250000.0,760.0,19.404549,72.82772800000001,2,2,1,Ready to Move,Resale,1,0,1,Flat
1346,8000000.0,1098.0,19.205716100000004,73.0955302,3,2,1,Ready to Move,Resale,1,Furnished,1,Individual House
1347,30000000.0,1160.0,19.0166667,72.8166667,2,2,2,Ready to Move,New Property,2,0,2,Flat
1348,25000000.0,840.0,19.100385,72.850466,2,2,0,Ready to Move,Resale,0,Furnished,0,Individual House
1349,13000000.0,1050.0,19.1075442290832,72.9038689634943,2,2,3,Ready to Move,Resale,3,0,3,Flat
1350,26000000.0,1985.0,19.210841,72.8755987441594,2,2,1,Ready to Move,Resale,1,0,1,Flat
1351,21000000.0,1100.0,19.1203883516242,72.8945767798459,2,2,0,Ready to Move,Resale,0,0,0,Flat
1352,27000000.0,1180.0,19.114019,72.850025,2,2,1,Ready to Move,Resale,1,0,1,Flat
1353,14500000.0,930.0,19.104650497436523,72.9317855834961,2,2,0,Ready to Move,New Property,0,Unfurnished,0,Flat
1354,27500000.0,1000.0,19.140062,72.829136,2,2,2,Ready to Move,Resale,2,0,2,Flat
1355,50000000.0,2303.0,18.99331,72.847938,3,3,0,Ready to Move,New Property,0,0,0,Flat
1356,12500000.0,1100.0,19.079372,72.885436,2,2,2,Ready to Move,Resale,2,0,2,Flat
1357,12000000.0,1000.0,19.1654181,72.9667254,2,2,2,0,Resale,2,Unfurnished,2,Flat
1358,110000000.0,2300.0,18.92910957336425,72.83011627197266,3,3,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1359,12500000.0,900.0,19.149900436401367,72.93113708496094,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1360,28500000.0,1450.0,18.99557876586914,72.82194519042969,3,3,4,Ready to Move,Resale,4,Semi-Furnished,4,Flat
1361,65000000.0,2717.0,19.04094,72.86528100000001,4,3,1,Ready to Move,New Property,1,0,1,Flat
1362,26000000.0,1400.0,19.0995866,72.8848725,3,3,1,Ready to Move,New Property,1,0,1,Individual House
1363,21000000.0,750.0,19.1373633,72.8318507,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1364,52500000.0,2200.0,19.1547839,72.8540607,4,5,3,Ready to Move,Resale,3,0,3,Flat
1365,110000000.0,2710.0,18.97938537597656,72.82589721679688,3,4,3,Ready to Move,Resale,3,Unfurnished,3,Flat
1366,25000000.0,1050.0,19.06660842895508,72.85191345214844,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1367,33600000.0,1681.0,19.0327996,72.89635679999999,3,3,2,0,New Property,2,Unfurnished,2,Flat
1368,35000000.0,900.0,19.100385665893555,72.8504638671875,3,3,1,Ready to Move,New Property,1,Unfurnished,1,Flat
1369,11800000.0,990.0,19.208398000000003,72.879044,2,2,1,Ready to Move,Resale,1,0,1,Flat
1370,14900000.0,800.0,19.16664,72.95915,2,2,0,Ready to Move,Resale,0,0,0,Individual House
1371,42500000.0,1250.0,19.105440139770508,72.84111785888672,3,3,2,Ready to Move,Resale,2,Furnished,2,Flat
1372,20500000.0,957.0,19.126587,72.833474,2,2,0,Ready to Move,Resale,0,0,0,Individual House
1373,17700000.0,1106.0,19.12431957,72.84605428,2,2,0,Ready to Move,Resale,0,0,0,Flat
1374,36500000.0,1500.0,19.196418,72.80659399999999,3,3,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1375,6500000.0,880.0,18.9690247,72.8205292,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1376,5500000.0,1100.0,19.071869,73.107238,2,2,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1377,6800000.0,720.0,19.298435,72.85959,2,2,0,Ready to Move,Resale,0,0,0,Flat
1378,36000000.0,1535.0,19.1181,72.89485,3,3,2,Ready to Move,Resale,2,0,2,Individual House
1379,27500000.0,1200.0,19.13832,72.81002,2,2,4,Ready to Move,Resale,4,0,4,Flat
1380,14500000.0,640.0,19.20678417,72.81912281,2,2,0,Ready to Move,Resale,0,0,0,Flat
1381,15500000.0,709.0,19.201016,72.825331,2,2,0,Ready to Move,Resale,0,0,0,Flat
1382,6500000.0,1500.0,19.3693345,72.806127,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1383,28000000.0,1900.0,19.183975,72.85414957732429,3,3,3,Ready to Move,Resale,3,0,3,Flat
1384,48000000.0,2230.0,19.16989,72.863761,3,3,3,Ready to Move,Resale,3,0,3,Flat
1385,39500000.0,900.0,19.108097076416016,72.83226013183594,2,2,2,Ready to Move,Resale,2,Furnished,2,Flat
1386,9400000.0,855.0,19.28217,72.87654,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1387,16000000.0,816.0,19.2420124,72.8559055,2,2,0,Ready to Move,New Property,0,0,0,Flat
1388,4500000.0,850.0,19.4129287,72.818169,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
1389,7700000.0,660.0,19.3093926,72.8485939,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1390,33000000.0,1600.0,19.23612,72.84193,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
1391,22000000.0,1143.0,19.097765,72.916827,2,2,0,Ready to Move,Resale,0,0,0,Flat
1392,25000000.0,1150.0,19.09080696105957,72.90766906738281,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1393,31500000.0,861.0,19.01675033569336,72.8305892944336,2,2,5,Ready to Move,New Property,5,Semi-Furnished,5,Flat
1394,17500000.0,900.0,19.11623764038086,72.88607025146484,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1395,85000000.0,2650.0,19.11898803710937,72.86409759521484,5,4,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
1396,18000000.0,1000.0,19.096202,72.919057,2,2,0,Ready to Move,Resale,0,0,0,Flat
1397,55000000.0,1450.0,19.12809637,72.81965429,2,2,1,Ready to Move,Resale,1,0,1,Flat
1398,4500000.0,1000.0,19.4053281,72.7882785,3,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1399,7300000.0,990.0,19.282169342041016,72.87654113769531,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1400,37000000.0,1006.0,19.019546508789062,72.8382568359375,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1401,25000000.0,1000.0,19.1054406,72.8411208,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1402,22500000.0,800.0,19.21221923828125,72.82118225097656,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1403,7540000.000000001,775.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,0,0,Flat
1404,12500000.0,885.0,19.1456725,72.929009,2,2,0,Ready to Move,Resale,0,0,0,Flat
1405,9500000.0,1050.0,19.2549212805158,73.1432843438674,2,2,0,Ready to Move,Resale,0,0,0,Flat
1406,13000000.0,850.0,19.149901,72.931134,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1407,48500000.0,1465.0,19.012008,72.848644,3,3,3,Ready to Move,Resale,3,0,3,Flat
1408,35500000.0,1370.0,19.0908063,72.90766690000001,3,3,0,Ready to Move,Resale,0,0,0,Flat
1409,5500000.0,860.0,19.45405960083008,72.7688217163086,2,2,4,Ready to Move,Resale,4,Unfurnished,4,Flat
1410,24000000.0,1000.0,19.137866,72.83564770000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1411,5550000.0,860.0,19.45405960083008,72.7688217163086,2,2,4,Ready to Move,Resale,4,Unfurnished,4,Flat
1412,25500000.0,1500.0,19.14139747619629,72.83588409423828,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1413,17500000.0,875.0,19.175420000000003,72.85351,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1414,4100000.0,895.0,19.451097,72.7917922,2,2,0,Ready to Move,Resale,0,0,0,Flat
1415,12700000.0,774.0,19.1746739,72.94310379999999,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1416,30000000.0,920.0,19.0325516,72.8449938,2,2,0,Ready to Move,Resale,0,0,0,Flat
1417,14300000.0,1448.0,19.264104,73.146752,2,2,2,Ready to Move,New Property,2,0,2,Flat
1418,4400000.0,950.0,19.4540588,72.7688226,2,2,4,Ready to Move,Resale,4,0,4,Flat
1419,8000000.0,846.0,19.2792749,72.8736743,2,2,2,Ready to Move,Resale,2,0,2,Flat
1420,15000000.0,575.0,19.209943771362305,72.83087158203125,2,2,1,Ready to Move,New Property,1,Furnished,1,Flat
1421,4500000.0,1000.0,19.40532875061035,72.78827667236328,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1422,8000000.0,1003.0,19.206470489501957,73.07239532470703,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1423,70000000.0,2220.0,18.9955578,72.8426692,4,4,5,Ready to Move,Resale,5,0,5,Flat
1424,9600000.0,1070.0,19.4206485,72.8087343,3,3,1,Ready to Move,Resale,1,0,1,Flat
1425,18000000.0,850.0,19.172489,72.86630500000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1426,25000000.0,875.0,19.1596950179688,72.9358988107455,3,4,0,Ready to Move,Resale,0,0,0,Flat
1427,4000000.0,930.0,19.182517,73.19260200000001,2,2,3,Ready to Move,Resale,3,0,3,Flat
1428,40000000.0,1300.0,19.01066,72.846255,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
1429,16500000.0,933.0,19.13675117492676,72.8697738647461,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1430,21000000.0,1000.0,19.138885498046875,72.82374572753906,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
1431,25000000.0,1500.0,19.1485826410123,72.939661,3,3,0,Ready to Move,Resale,0,0,0,Flat
1432,16500000.0,974.0,19.16885607,72.87786054,2,2,0,Ready to Move,Resale,0,0,0,Individual House
1433,33400000.0,1360.0,19.03731,72.87871,2,2,3,Ready to Move,New Property,3,0,3,Flat
1434,17500000.0,900.0,19.1889733,72.8220064,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1435,8000000.0,1640.0,19.3693345,72.806127,3,3,3,Ready to Move,Resale,3,Unfurnished,3,Flat
1436,35000000.0,1000.0,18.95878,72.8229,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1437,16000000.0,980.0,19.0418764,72.910566,2,2,0,Ready to Move,Resale,0,0,0,Flat
1438,17200000.0,550.0,19.16541862487793,72.96672821044922,2,2,0,Ready to Move,Resale,0,Furnished,0,Individual House
1439,6500000.0,1250.0,19.246883392333984,73.11341094970703,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1440,26000000.0,1175.0,19.130537,72.82849399999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
1441,18000000.0,858.0,19.040233612060547,72.86018371582031,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1442,17000000.0,1058.0,19.0901314,72.8961925,2,2,0,Ready to Move,Resale,0,0,0,Flat
1443,17500000.0,655.0,19.1173012,72.8840395,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1444,11000000.0,1050.0,19.17792572,72.86920936,2,2,0,Ready to Move,Resale,0,0,0,Flat
1445,19500000.0,950.0,19.155756,72.846862,2,2,0,Ready to Move,Resale,0,0,0,Flat
1446,33000000.0,1600.0,19.1595755,72.9465747,3,2,0,Ready to Move,Resale,0,0,0,Flat
1447,35000000.0,1240.0,19.0047958110499,72.84136559764859,2,2,1,Ready to Move,Resale,1,0,1,Flat
1448,12500000.0,527.0,19.104651,72.931782,2,2,0,0,Resale,0,Unfurnished,0,Flat
1449,22500000.0,673.0,19.14724,72.84012,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
1450,7500000.0,910.0,19.230865478515625,73.07137298583984,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1451,9200000.0,890.0,19.280212,72.884079,2,2,3,Ready to Move,Resale,3,0,3,Flat
1452,23000000.0,1139.0,19.149900436401367,72.93113708496094,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
1453,340000000.0,6600.0,18.9953333,72.8300383,5,4,3,Ready to Move,Resale,3,Unfurnished,3,Flat
1454,6000000.0,855.0,19.39954,72.8604165,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1455,6800000.0,2000.0,19.11623,72.93205,4,4,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1456,7500000.0,900.0,19.2308654,73.0713733,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1457,26500000.0,1050.0,19.07725,72.86025,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
1458,23500000.0,1970.0,19.149089,72.836862,3,3,0,0,Resale,0,Semi-Furnished,0,Flat
1459,33000000.0,1000.0,19.039152145385746,72.84046936035156,2,2,2,Ready to Move,Resale,2,Unfurnished,2,Flat
1460,28000000.0,1150.0,19.0035179,72.85269170000001,2,2,5,Ready to Move,Resale,5,0,5,Individual House
1461,17000000.0,930.0,19.1154908,72.87269520000001,3,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1462,15000000.0,1100.0,19.0874312,72.89509179999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
1463,15000000.0,1300.0,19.2927235,72.8460979,2,2,4,Ready to Move,New Property,4,0,4,Flat
1464,7500000.0,980.0,19.18251609802246,73.1926040649414,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1465,40000000.0,1350.0,19.0753764,72.86631729999999,3,3,4,Ready to Move,Resale,4,Semi-Furnished,4,Flat
1466,4000000.0,790.0,19.3785922,72.8275321,2,2,4,Ready to Move,Resale,4,Unfurnished,4,Flat
1467,12500000.0,975.0,19.149901,72.931134,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
1468,12500000.0,960.0,19.2428633,72.86919240000002,2,2,1,Ready to Move,Resale,1,0,1,Flat
1469,16500000.0,900.0,19.16732,72.87680999999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
1470,35000000.0,600.0,18.970535,72.80563199999999,3,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1471,26000000.0,1150.0,19.1327295,72.83527,3,3,0,Ready to Move,Resale,0,0,0,Flat
1472,15100000.0,1000.0,19.2099437,72.83086920000001,2,2,0,0,Resale,0,Unfurnished,0,Flat
1473,4900000.0,965.0,19.3833242,72.8308602,2,2,3,Ready to Move,Resale,3,0,3,Individual House
1474,17000000.0,950.0,19.1608213928017,72.834409532651,2,2,1,Ready to Move,New Property,1,0,1,Flat
1475,22500000.0,959.0,19.053375,72.897061,2,2,1,Ready to Move,Resale,1,0,1,Flat
1476,18500000.0,1100.0,19.1594098,72.9470527,2,2,0,Ready to Move,Resale,0,0,0,Flat
1477,3800000.0,910.0,19.462158203125,72.8056869506836,2,2,3,Ready to Move,Resale,3,Furnished,3,Flat
1478,14500000.0,950.0,19.1164838,72.8853956,2,2,0,Ready to Move,Resale,0,0,0,Flat
1479,13000000.0,940.0,19.20869964,72.87765636,2,2,1,Ready to Move,Resale,1,0,1,Flat
1480,9500000.0,520.0,19.209943771362305,72.83087158203125,2,2,0,Ready to Move,New Property,0,Furnished,0,Flat
1481,70000000.0,700.0,19.055229,72.83082900000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1482,28500000.0,771.0,19.098073959350582,72.8442611694336,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1483,30000000.0,1965.0,19.2004299,72.8714801,3,3,3,Ready to Move,Resale,3,0,3,Flat
1484,22500000.0,900.0,19.12419,72.83021,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1485,12500000.0,987.0,19.262702863161604,72.8715176274812,2,2,3,Ready to Move,Resale,3,0,3,Flat
1486,23000000.0,630.0,19.055229,72.83082900000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1487,18000000.0,890.0,19.116876,72.926552,2,2,1,Ready to Move,Resale,1,0,1,Flat
1488,13000000.0,738.0,19.227331161499023,72.86373138427734,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
1489,7800000.0,745.0,19.284934,72.8761635,2,2,1,Ready to Move,New Property,1,0,1,Flat
1490,31000000.0,1050.0,19.019547,72.83825470000001,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
1491,20400000.0,990.0,19.116876,72.926552,2,2,0,Ready to Move,Resale,0,0,0,Flat
1492,37500000.0,1780.0,19.18045,72.94293,4,4,7,Ready to Move,Resale,7,0,7,Flat
1493,25000000.0,1075.0,19.1190907971438,72.8874670366923,2,3,0,Ready to Move,Resale,0,0,0,Flat
1494,15000000.0,700.0,19.1741063832625,72.87221706723409,2,2,3,Ready to Move,New Property,3,0,3,Flat
1495,110000000.0,2650.0,19.011856420899,72.8292306173448,4,4,0,Ready to Move,Resale,0,0,0,Flat
1496,7500000.0,960.0,19.298449,72.874453,2,3,0,Ready to Move,Resale,0,0,0,Flat
1497,4200000.0,830.0,19.46747415,72.79644672,2,2,0,Ready to Move,Resale,0,0,0,Flat
1498,22500000.0,1275.0,19.11132745,72.90133335,3,3,1,Ready to Move,Resale,1,0,1,Individual House
1499,12000000.0,1280.0,19.2930385,72.877269,3,3,5,Ready to Move,Resale,5,0,5,Flat
1500,2400000.0,535.0,19.2781608746567,73.18696631389741,2,2,0,Ready to Move,Resale,0,0,0,Flat
1501,40000000.0,1700.0,19.119198,72.894366,3,3,1,Ready to Move,Resale,1,0,1,Flat
1502,19000000.0,700.0,19.0683548417344,72.89581515790529,2,2,4,Ready to Move,Resale,4,0,4,Flat
1503,20000000.0,980.0,19.0327996,72.89635679999999,3,2,0,Ready to Move,Resale,0,0,0,Flat
1504,37500000.0,1480.0,19.140873000000003,72.828811,3,3,3,Ready to Move,Resale,3,0,3,Flat
1505,17500000.0,785.0,19.2148079570702,72.86914410561191,2,2,0,Ready to Move,New Property,0,0,0,Flat
1506,65000000.0,2200.0,19.0755348,72.9128997,4,4,2,Ready to Move,Resale,2,0,2,Flat
1507,9800000.0,1050.0,19.292746666666694,72.8713433333333,2,2,0,Ready to Move,Resale,0,0,0,Flat
1508,14000000.0,950.0,19.1961519,72.8730231,2,2,0,Ready to Move,Resale,0,0,0,Flat
1509,8000000.0,935.0,19.2894636146633,72.87719888853591,2,2,0,Ready to Move,Resale,0,0,0,Flat
1510,35000000.0,1825.0,19.2302127,72.848794,3,3,3,Ready to Move,Resale,3,0,3,Flat
1511,4800000.0,750.0,19.40651677,72.82566387,2,2,0,Ready to Move,Resale,0,0,0,Flat
1512,17000000.0,650.0,19.1154908,72.87269520000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1513,16000000.0,752.0,19.1913396666603,72.862262257539,2,2,0,Ready to Move,Resale,0,0,0,Flat
1514,29000000.0,1300.0,19.0504924,72.8906205,3,3,0,Ready to Move,Resale,0,0,0,Flat
1515,41000000.0,2160.0,19.160486,72.945419,3,5,0,Ready to Move,Resale,0,0,0,Flat
1516,16000000.0,825.0,19.100841,72.911105,2,2,0,Ready to Move,Resale,0,0,0,Flat
1517,51000000.0,2685.0,19.22393319,72.84751773,4,4,8,Ready to Move,New Property,8,0,8,Individual House
1518,10000000.0,1155.0,19.27375609,72.86908432,2,2,0,Ready to Move,Resale,0,0,0,Flat
1519,31000000.0,1400.0,19.1297376,72.8291555,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
1520,16000000.0,1100.0,19.24565653,72.85780433,2,2,1,Ready to Move,New Property,1,0,1,Flat
1521,45000000.0,1830.0,19.1852372,72.9487585,4,4,0,Ready to Move,Resale,0,0,0,Flat
1522,30000000.0,1100.0,19.051037,72.894389,3,2,0,Ready to Move,Resale,0,0,0,Flat
1523,155000000.0,4250.0,19.11559447,72.90996700000001,5,5,2,Ready to Move,Resale,2,0,2,Flat
1524,18000000.0,1050.0,19.138586,72.835973,2,2,4,Ready to Move,Resale,4,0,4,Flat
1525,13100000.0,1690.0,19.339156,72.80855799999999,4,4,4,Ready to Move,Resale,4,0,4,Flat
1526,40000000.0,1800.0,19.119198,72.894366,3,3,1,Ready to Move,Resale,1,0,1,Flat
1527,42000000.0,950.0,18.9871633297704,72.82989199332809,2,2,0,Ready to Move,Resale,0,0,0,Flat
1528,15000000.0,750.0,19.140512466430664,72.84215545654297,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
1529,25000000.0,961.0,19.21990105,72.86209583,3,2,0,Ready to Move,Resale,0,0,0,Flat
1530,35000000.0,1125.0,18.9463858,72.8349687,4,3,1,Ready to Move,Resale,1,Furnished,1,Flat
1531,23500000.0,1350.0,19.10919095,72.88469140000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
1532,20000000.0,1098.0,19.1154899597168,72.87269592285156,2,2,0,0,Resale,0,Unfurnished,0,Flat
1533,175000000.0,3250.0,19.0561705980988,72.8267588254753,3,3,0,Ready to Move,Resale,0,0,0,Flat
1534,29000000.0,1200.0,19.114625,72.88469599999999,2,2,1,Ready to Move,Resale,1,0,1,Flat
1535,46000000.0,1350.0,19.11089349,72.83707530000001,3,3,0,Ready to Move,Resale,0,0,0,Flat
